source_issue,unit,bucket_years,topic,requested_start,requested_end,observed_start,observed_end,numerator,denominator,share_percent,partial_period,support_status,interval_status
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,2000,2019,2000,2019,32,4014,0.7972097658196312,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,Great Depression Recovery,2020,2039,2020,2026,36,3096,1.1627906976744187,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1780,1799,1789,1799,0,355,0.0,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1800,1819,1800,1819,1,736,0.1358695652173913,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1820,1839,1820,1839,6,2092,0.28680688336520077,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1840,1859,1840,1859,6,3045,0.19704433497536944,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1860,1879,1860,1879,24,2558,0.9382329945269743,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1880,1899,1880,1899,61,3123,1.9532500800512327,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1900,1919,1900,1919,235,3375,6.962962962962963,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1920,1939,1920,1939,175,1954,8.955987717502559,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1940,1959,1940,1959,97,1624,5.972906403940887,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1960,1979,1960,1979,138,5885,2.344944774851317,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",1980,1999,1980,1999,111,4372,2.5388838060384264,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",2000,2019,2000,2019,100,4014,2.4912805181863478,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Labor, Wages & Working Conditions",2020,2039,2020,2026,41,3096,1.3242894056847545,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1780,1799,1789,1799,0,355,0.0,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1800,1819,1800,1819,0,736,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1820,1839,1820,1839,1,2092,0.04780114722753346,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1840,1859,1840,1859,0,3045,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1860,1879,1860,1879,2,2558,0.07818608287724785,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1880,1899,1880,1899,1,3123,0.032020493115593976,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1900,1919,1900,1919,2,3375,0.05925925925925926,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1920,1939,1920,1939,69,1954,3.5312180143295806,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1940,1959,1940,1959,46,1624,2.832512315270936,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1960,1979,1960,1979,280,5885,4.7578589634664405,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",1980,1999,1980,1999,297,4372,6.793229643183897,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",2000,2019,2000,2019,202,4014,5.032386646736422,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Welfare, Poverty & Economic Opportunity",2020,2039,2020,2026,62,3096,2.0025839793281652,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1780,1799,1789,1799,0,355,0.0,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1800,1819,1800,1819,1,736,0.1358695652173913,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1820,1839,1820,1839,2,2092,0.09560229445506692,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1840,1859,1840,1859,1,3045,0.03284072249589491,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1860,1879,1860,1879,3,2558,0.11727912431587179,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1880,1899,1880,1899,23,3123,0.7364713416586616,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1900,1919,1900,1919,20,3375,0.5925925925925926,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1920,1939,1920,1939,63,1954,3.224155578300921,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1940,1959,1940,1959,54,1624,3.32512315270936,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1960,1979,1960,1979,295,5885,5.0127442650807135,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",1980,1999,1980,1999,313,4372,7.159194876486734,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",2000,2019,2000,2019,380,4014,9.466865969108122,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Prosperity, Jobs & the Middle Class",2020,2039,2020,2026,226,3096,7.299741602067184,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Trusts, Corporations & Antitrust",1780,1799,1789,1799,0,355,0.0,True,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Trusts, Corporations & Antitrust",1800,1819,1800,1819,0,736,0.0,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Trusts, Corporations & Antitrust",1820,1839,1820,1839,2,2092,0.09560229445506692,False,descriptive,not_estimated
Economy & jobs,share of eligible paragraphs,20,"Trusts, Corporations & Antitrust",1840,1859,1840,1859,0,3045,0.0,False,descriptive,not_estimated
